id,status,residence,work
200384,7,475,0
200392,1,605,593
200406,7,457,0
200440,6,593,549
200450,1,604,514
200458,6,568,612
200460,6,529,41
200462,1,477,50
200466,1,595,351
200467,1,423,278
200470,6,529,244
200489,6,567,100
200505,1,566,38
200506,1,477,476
200522,1,567,607
200524,1,495,476
200526,7,476,0
200532,1,529,388
200538,1,568,585
200539,1,411,392
200556,1,582,152
200558,7,582,0
200568,1,457,162
200579,1,423,483
200588,1,439,462
200591,1,606,394
200595,1,583,590
200610,1,568,225
200624,7,411,0
200643,99,477,0
200652,6,439,0
200658,1,595,91
200665,7,458,0
200672,7,423,0
200679,6,594,0
200681,7,529,0
200686,1,411,218
200688,1,475,442
200695,1,411,487
200701,6,439,403
200708,99,606,0
200712,7,594,0
200713,1,439,358
200742,1,566,516
200757,7,549,0
200771,1,582,111
200782,6,404,162
200804,4,568,388
200818,1,423,410
200819,7,439,0
200827,1,550,36
200836,6,439,0
200849,1,422,355
200859,7,423,0
200872,6,439,159
200880,1,457,409
200891,1,595,531
200910,7,457,0
200924,7,569,0
200928,1,549,428
200929,1,477,230
200936,1,604,184
200939,7,458,0
200950,4,595,388
200954,7,581,0
200957,1,411,159
200968,6,423,0
200975,7,568,0
200978,7,423,0
200984,1,583,124
200991,1,547,343
201001,7,582,0
201003,1,477,442
201006,1,411,370
201039,1,550,533
201053,1,439,186
201063,1,569,396
201078,1,569,184
201080,7,529,0
201086,7,549,0
201095,6,422,25
201105,1,566,301
201107,1,403,223
201122,6,495,25
201123,6,477,0
201134,1,497,586
201140,1,476,451
201148,6,476,496
201150,1,550,120
201185,1,529,442
201195,1,549,302
201198,7,529,0
201202,6,403,0
201208,7,404,0
201226,6,414,0
201230,7,457,0
201237,1,439,401
201240,6,511,17
201245,6,582,101
201247,4,528,166
201267,1,550,609
201269,7,529,0
201270,6,457,0
201276,7,458,0
201285,1,403,281
201293,1,411,161
201298,1,567,506
201305,1,458,301
201319,7,549,0
201321,1,547,423
201338,7,594,0
201350,1,496,595
201362,1,594,147
201376,6,528,253
201394,1,422,387
201405,99,423,0
201410,6,438,253
201415,6,568,0
201431,6,477,401
201432,6,403,0
201434,1,582,278
201451,7,477,0
201456,6,567,299
201457,1,594,366
201490,1,439,412
201498,7,582,0
201520,6,403,160
201524,6,423,0
201529,1,582,386
201543,7,474,0
201553,1,477,79
201559,6,411,0
201566,6,604,0
201573,1,411,70
201584,1,568,449
201603,1,594,374
201614,1,581,582
201620,1,422,516
201639,7,411,0
201646,1,582,319
201662,6,547,0
201684,1,547,83
201690,7,410,0
201691,1,605,525
201699,1,439,65
201718,6,568,313
201724,7,439,0
201756,6,595,0
201759,1,422,363
201768,1,568,324
201779,6,568,16
201796,7,457,0
201836,1,483,277
201846,7,605,0
201849,1,439,412
201860,1,474,105
201864,6,582,92
201865,1,439,79
201872,1,567,421
201881,1,439,290
201887,1,583,256
201904,6,495,0
201915,1,438,608
201916,7,582,0
201921,1,404,322
201927,1,439,527
201940,7,547,0
201941,1,547,582
201946,1,423,257
201969,7,411,0
201998,7,549,0
202001,6,497,208
202008,99,583,0
202034,1,458,420
202078,6,595,0
202080,1,582,338
202081,1,511,327
202087,7,550,0
202090,7,568,0
202103,7,581,0
202104,7,414,0
202122,7,439,0
202125,7,582,0
202130,6,548,494
202139,99,549,0
202141,1,457,219
202143,6,476,257
202157,4,457,367
202159,7,423,0
202163,6,458,394
202164,6,529,0
202165,7,606,0
202185,1,501,233
202192,1,422,409
202193,6,567,0
202194,6,581,478
202203,6,511,462
202204,99,606,0
202209,1,605,300
202221,1,477,393
202222,1,404,406
202231,1,529,386
202244,6,404,356
202247,7,410,0
202285,1,437,314
202307,1,582,294
202308,1,528,193
202309,1,476,293
202337,1,458,530
202342,7,606,0
202346,1,458,560
202358,4,457,166
202375,7,548,0
202376,1,550,606
202410,6,550,0
202416,6,423,511
202424,1,569,584
202443,6,604,502
202444,6,547,0
202464,7,414,0
202469,6,411,463
202474,1,439,610
202478,1,594,340
202488,7,476,0
202497,1,581,308
202510,7,567,0
202512,6,568,165
202525,6,457,0
202539,1,529,357
202582,1,458,223
202583,1,476,302
202603,6,477,455
202617,1,568,408
202624,1,477,209
202629,1,477,369
202641,6,582,0
202643,1,438,477
202651,1,477,2
202654,7,458,0
202655,6,422,0
202662,1,477,607
202667,1,437,369
202674,1,547,312
202677,1,606,363
202678,99,438,0
202680,6,438,66
202681,6,403,392
202699,1,567,398
202706,1,549,315
202727,7,458,0
202760,1,496,122
202775,1,457,300
202790,7,477,0
202796,1,457,585
202828,1,568,406
202834,1,496,493
202839,1,594,553
202856,7,567,0
202857,1,497,389
202887,7,594,0
202893,1,581,282
202900,99,477,0
202909,4,438,388
202916,1,568,340
202929,1,547,273
202939,7,474,0
202944,6,511,528
202965,7,497,0
202983,6,604,553
202990,1,582,183
202999,6,549,396
203001,6,581,0
203004,1,581,244
203013,6,511,368
203015,7,550,0
203029,99,595,0
203031,1,569,117
203033,6,567,127
203077,1,439,412
203084,1,496,499
203085,1,547,277
203091,7,457,0
203112,7,606,0
203118,7,496,0
203132,6,581,525
203136,7,403,0
203137,7,529,0
203156,1,549,271
203163,7,548,0
203169,7,439,0
203173,1,403,511
203185,1,569,589
203201,1,582,607
203203,1,411,481
203207,6,550,402
203212,7,583,0
203218,7,477,0
203234,99,404,0
203275,1,413,187
203277,4,595,166
203281,7,547,0
203293,1,439,562
203312,1,550,531
203323,1,528,60
203329,1,568,529
203336,4,497,166
203339,1,497,262
203341,1,439,607
203347,6,457,124
203354,1,457,51
203356,6,529,0
203360,1,569,402
203367,1,477,196
203370,7,477,0
203382,1,568,121
203383,1,569,381
203391,1,423,342
203401,1,457,551
203406,6,511,0
203449,99,497,0
203459,7,423,0
203470,7,423,0
203476,6,411,407
203483,7,423,0
203516,1,529,432
203536,1,569,317
203546,4,594,351
203552,7,423,0
203585,6,547,0
203595,1,495,440
203596,1,581,565
203613,7,568,0
203631,7,477,0
203647,7,582,0
203655,7,594,0
203663,7,439,0
203664,7,457,0
203686,6,605,0
203688,1,475,328
203703,7,567,0
203707,99,439,0
203720,1,457,499
203726,7,476,0
203730,7,547,0
203733,1,458,302
203746,6,511,0
203752,1,457,271
203766,1,547,59
203799,6,411,230
203800,6,547,614
203802,7,567,0
203828,1,595,411
203842,6,567,548
203854,6,439,0
203859,1,583,603
203865,1,412,406
203882,1,582,340
203896,1,582,547
203914,6,595,0
203922,1,422,424
203945,1,495,44
203954,1,528,524
203961,1,455,495
203965,7,595,0
203978,7,547,0
203987,7,497,0
204004,1,547,301
204017,1,595,498
204023,7,457,0
204058,1,595,606
204060,1,457,401
204072,7,495,0
204087,6,476,161
204089,7,474,0
204094,6,496,530
204103,7,548,0
204111,6,477,0
204115,6,423,0
204167,7,411,0
204181,99,403,0
204200,6,422,217
204235,1,582,567
204253,6,567,585
204260,1,568,424
204272,1,550,20
204279,7,457,0
204281,1,606,496
204289,6,423,360
204293,1,439,612
204302,6,605,347
204307,1,569,185
204310,1,549,187
204335,1,568,181
204341,99,568,0
204345,4,529,166
204351,1,439,452
204362,1,511,510
204369,6,582,497
204375,7,569,0
204391,7,164,0
204401,7,234,0
204407,1,235,288
204418,6,185,281
204440,1,209,388
204448,7,207,0
204455,4,165,367
204458,1,184,124
204479,7,232,0
204484,1,234,396
204497,7,255,0
204501,6,254,0
204512,1,209,518
204554,7,254,0
204559,1,163,319
204571,6,185,0
204581,6,165,352
204587,6,208,466
204593,1,163,119
204609,1,232,383
204617,1,165,176
204627,1,255,41
204632,1,146,254
204644,1,184,446
204647,7,185,0
204648,7,164,0
204655,1,164,47
204665,6,165,235
204700,7,254,0
204701,1,232,171
204707,6,184,519
204741,7,255,0
204743,1,255,449
204767,1,208,182
204768,1,186,137
204770,1,210,166
204772,1,231,174
204773,7,184,0
204786,1,234,160
204799,6,210,321
204801,99,254,0
204803,6,163,0
204809,1,255,389
204811,6,183,492
204852,6,254,0
204859,1,207,255
204881,6,234,208
204882,1,147,162
204912,6,207,108
204919,1,207,268
204943,99,164,0
204957,6,108,0
204959,6,183,370
204982,99,210,0
204999,6,185,0
205027,1,184,122
205038,6,210,229
205047,6,256,405
205072,1,234,147
205081,99,164,0
205086,6,232,480
205090,1,129,130
205095,6,184,556
205104,6,165,350
205118,1,235,184
205131,99,232,0
205162,7,232,0
205164,1,183,169
205174,7,164,0
205176,1,254,325
205177,1,254,363
205179,7,235,0
205230,4,164,388
205231,4,206,166
205250,6,183,127
205273,6,233,0
205298,1,184,352
205311,1,233,573
205331,6,183,256
205362,1,210,207
205369,6,129,0
205383,99,235,0
205408,6,209,0
205416,7,146,0
205436,4,233,166
205442,6,255,0
205443,1,254,38
205471,6,165,566
205479,6,277,0
205480,1,209,124
205485,1,277,230
205490,4,207,166
205491,4,185,166
205517,7,146,0
205528,6,209,395
205535,7,235,0
205543,6,233,396
205552,6,234,0
205594,1,164,235
205599,7,255,0
205607,6,207,0
205615,7,233,0
205631,7,231,0
205643,6,234,229
205649,7,165,0
205660,6,231,284
205679,1,233,111
205684,6,163,0
205685,6,234,166
205694,1,254,141
205695,1,183,248
205699,1,165,538
205715,99,233,0
205751,1,186,208
205754,1,206,123
205756,1,186,588
205758,1,184,319
205776,6,209,0
205784,7,231,0
205798,6,209,344
205812,1,232,547
205819,7,209,0
205828,1,183,510
205839,1,255,325
205843,6,254,209
205845,1,146,207
205883,6,146,254
205884,6,209,0
205896,7,234,0
205903,6,185,502
205904,6,234,166
205917,6,183,299
205920,1,254,182
205932,1,255,509
205972,6,277,0
205982,6,256,190
205988,7,207,0
205997,4,210,166
206000,1,254,463
206004,1,163,449
206007,6,235,302
206035,1,234,251
206036,1,231,391
206037,6,235,0
206064,6,164,548
206081,1,254,267
206105,1,255,396
206116,4,254,388
206124,6,146,205
206129,1,207,279
206133,1,185,164
206137,6,183,609
206157,1,129,295
206164,7,232,0
206168,1,129,322
206177,1,254,296
206179,1,129,72
206205,1,146,310
206211,1,234,118
206224,6,210,207
206230,1,208,304
206251,7,206,0
206259,7,183,0
206260,7,206,0
206261,1,184,230
206263,1,164,340
206277,7,209,0
206287,7,254,0
206316,7,235,0
206318,6,185,170
206319,6,183,300
206330,1,209,235
206337,7,209,0
206344,7,234,0
206346,7,254,0
206361,6,207,464
206374,6,235,238
206381,1,232,225
206386,1,209,298
206391,7,255,0
206399,1,231,277
206407,7,231,0
206414,1,185,452
206425,1,232,301
206439,1,254,94
206451,6,255,380
206454,6,234,0
206468,1,184,238
206474,6,254,322
206475,6,233,468
206476,1,254,429
206481,1,232,231
206489,1,166,127
206506,1,163,351
206515,6,209,0
206520,6,185,0
206521,6,254,0
206535,1,208,184
206541,6,208,302
206550,99,254,0
206562,7,186,0
206581,1,210,196
206587,7,209,0
206611,7,146,0
206627,7,235,0
206632,6,186,295
206640,6,254,0
206655,1,185,325
206668,1,166,327
206685,1,232,417
206690,6,210,0
206698,1,183,453
206702,6,129,431
206704,7,232,0
206711,6,255,0
206712,6,235,106
206713,7,277,0
206743,1,209,245
206748,6,234,37
206751,7,186,0
206760,1,185,378
206764,7,206,0
206772,1,164,115
206778,6,233,208
206801,1,164,186
206811,1,277,99
206843,1,166,219
206852,1,210,162
206888,6,207,0
206889,7,185,0
206897,1,231,366
206906,6,164,340
206914,6,183,309
206919,1,166,105
206921,1,235,247
206959,1,256,351
206961,1,184,207
206976,6,277,0
206990,7,210,0
207002,6,185,344
207005,6,185,208
207007,1,207,251
207010,1,256,299
207026,7,165,0
207028,1,207,593
207036,6,184,209
207057,1,164,359
207063,6,165,169
207069,4,129,166
207072,6,210,520
207080,1,184,566
207084,6,231,190
207091,1,223,148
207092,6,248,399
207096,1,334,13
207108,1,223,142
207114,1,350,378
207147,1,267,578
207166,7,158,0
207169,7,294,0
207181,1,268,257
207211,1,336,531
207216,7,223,0
207217,1,174,378
207225,1,267,279
207250,6,248,109
207259,1,270,316
207270,1,158,123
207289,6,269,77
207300,1,335,392
207301,7,224,0
207304,7,335,0
207353,7,294,0
207364,6,222,221
207371,7,336,0
207376,6,246,311
207410,1,246,290
207412,6,315,229
207413,1,223,278
207429,7,268,0
207433,6,246,301
207434,1,223,347
207445,1,198,223
207453,99,336,0
207462,1,271,273
207473,6,223,0
207482,1,223,229
207491,1,335,145
207496,6,196,127
207497,6,223,139
207516,6,294,52
207523,1,334,196
207525,6,246,0
207529,1,224,392
207534,6,292,108
207535,6,174,297
207545,7,242,0
207566,6,224,138
207586,1,293,360
207594,6,198,301
207596,4,293,388
207606,7,267,0
207619,6,222,596
207627,7,222,0
207633,1,198,37
207648,1,223,181
207651,1,198,142
207654,7,198,0
207657,6,198,201
207672,6,198,3
207676,1,294,352
207711,6,223,226
207712,7,271,0
207735,6,316,572
207736,7,335,0
207740,4,195,388
207755,6,335,339
207757,6,316,0
207763,1,222,390
207767,1,198,280
207768,7,350,0
207775,1,294,317
207783,1,290,578
207790,7,268,0
207796,6,196,188
207800,7,270,0
207803,7,157,0
207810,1,197,235
207832,6,292,0
207838,1,335,334
207843,7,292,0
207860,1,224,243
207869,6,156,229
207874,1,246,182
207882,6,247,354
207900,6,224,0
207902,6,290,377
207918,1,268,267
207938,6,224,450
207977,6,313,449
207983,1,268,184
207987,1,336,338
207994,1,195,218
207997,6,246,276
208008,6,267,0
208017,1,293,218
208034,6,198,387
208038,6,224,110
208049,1,293,391
208061,7,245,0
208071,6,224,0
208107,6,247,144
208118,1,292,354
208119,7,223,0
208129,6,137,0
208133,6,335,182
208138,6,198,254
208141,1,197,572
208154,99,223,0
208165,6,224,0
208176,7,315,0
208193,6,224,0
208195,7,293,0
208233,6,224,296
208245,1,173,523
208263,1,174,166
208274,7,247,0
208276,1,335,130
208282,7,195,0
208283,1,335,419
208284,6,247,0
208290,1,350,367
208306,7,248,0
208311,1,267,208
208316,6,268,0
208322,1,268,212
208325,1,224,37
208330,6,198,0
208338,7,223,0
208351,6,270,30
208354,4,293,166
208379,1,270,59
208381,7,268,0
208415,1,246,292
208428,6,196,0
208443,6,175,493
208450,1,335,344
208461,6,175,0
208466,7,313,0
208476,7,223,0
208480,6,244,600
208482,1,248,301
208487,99,313,0
208500,6,222,257
208505,7,294,0
208506,1,158,206
208512,1,335,423
208525,7,314,0
208526,1,334,276
208532,1,224,222
208534,1,197,450
208542,1,224,449
208564,6,198,82
208568,6,198,0
208570,7,223,0
208572,6,175,352
208575,1,223,577
208589,7,224,0
208593,1,198,428
208603,1,268,298
208605,6,294,272
208610,7,174,0
208633,1,248,37
208647,6,198,275
208652,1,198,301
208661,1,314,251
208670,1,224,79
208682,6,350,576
208696,4,217,166
208704,6,240,0
208705,7,258,0
208708,1,190,275
208720,6,385,554
208726,6,240,170
208738,6,212,559
208744,1,153,362
208753,6,306,342
208776,6,261,128
208782,1,57,397
208788,6,285,0
208795,1,284,285
208800,1,56,94
208815,6,109,330
208818,1,57,219
208833,6,284,169
208837,7,153,0
208843,6,112,499
208866,7,189,0
208870,1,98,517
208889,6,112,552
208900,6,76,0
208904,6,172,365
208908,7,189,0
208909,6,154,407
208917,6,56,339
208936,1,73,325
208937,7,135,0
208944,6,135,238
208946,1,332,280
208992,7,94,0
209005,1,93,399
209015,1,95,337
209037,6,216,0
209060,1,92,81
209073,1,77,321
209079,6,72,0
209095,1,117,565
209097,6,192,145
209114,6,284,163
209119,6,212,189
209136,1,90,50
209145,6,285,289
209150,1,191,233
209168,6,212,0
209176,7,216,0
209179,6,212,0
209208,6,150,153
209235,6,188,318
209238,6,155,145
209239,6,92,0
209256,1,110,564
209260,6,307,0
209269,1,75,368
209285,6,236,196
209290,6,259,0
209291,6,155,264
209293,1,154,28
209299,1,98,411
209320,6,283,235
209329,6,57,258
209342,6,55,0
209345,99,310,0
209347,99,385,0
209355,7,75,0
209361,6,213,372
209362,6,285,0
209378,7,117,0
209388,7,187,0
209389,7,112,0
209403,1,117,116
209412,1,96,115
209415,6,152,231
209416,6,95,0
209428,1,152,590
209435,1,131,272
209440,1,212,310
209443,6,132,451
209468,6,283,0
209481,1,239,196
209496,6,214,108
209508,6,188,69
209510,1,94,450
209517,6,284,186
209533,6,306,273
209536,6,115,161
209539,6,113,183
209542,7,214,0
209549,7,57,0
209593,1,211,205
209599,7,55,0
209608,6,285,0
209610,1,91,166
209637,6,56,0
209646,6,240,426
209650,99,58,0
209652,6,75,272
209664,6,117,0
209688,6,89,0
209689,6,93,0
209690,1,136,163
209700,7,152,0
209703,6,134,0
209721,6,259,185
209728,1,77,476
209737,6,284,261
209751,99,214,0
209757,1,74,128
209760,7,215,0
209761,1,134,220
209765,1,213,378
209767,6,75,146
209781,6,237,161
209782,6,89,120
209788,1,284,122
209795,1,152,342
209808,1,74,182
209822,6,150,0
209837,6,192,276
209838,6,287,300
209863,6,136,211
209898,6,133,162
209901,6,171,521
209916,6,90,229
209941,6,285,352
209963,6,282,523
209980,6,284,416
209983,1,109,301
209992,6,373,246
209993,6,93,201
210002,6,328,152
210004,1,172,127
210015,6,73,0
210036,6,96,42
210041,6,306,208
210054,99,262,0
210058,1,285,301
210061,1,73,93
210065,6,117,422
210067,1,58,376
210068,7,90,0
210103,7,333,0
210120,6,97,0
210124,6,284,212
210134,1,136,260
210149,6,75,148
210167,6,98,78
210173,7,282,0
210174,6,76,0
210185,6,239,334
210187,7,57,0
210188,1,258,299
210192,1,111,13
210195,1,306,400
210198,6,284,307
210212,7,238,0
210213,7,258,0
210228,1,112,554
210241,6,171,141
210250,1,131,523
210255,6,213,0
210261,6,90,450
210269,7,213,0
210274,7,91,0
210285,1,92,112
210288,6,192,0
210310,6,258,252
210320,6,153,56
210323,1,56,301
210336,7,73,0
210339,7,155,0
210348,6,171,0
210370,1,283,162
210371,1,239,266
210372,1,211,121
210398,7,132,0
210406,1,109,299
210420,6,262,0
210424,1,303,186
210427,7,331,0
210430,6,131,0
210443,7,172,0
210464,6,188,0
210466,7,216,0
210468,7,73,0
210506,6,72,0
210510,7,115,0
210533,6,261,0
210547,1,73,357
210551,6,136,279
210566,1,117,190
210569,1,189,272
210572,1,327,99
210574,7,110,0
210586,6,212,127
210589,6,238,399
210590,1,132,185
210591,1,326,56
210599,6,214,347
210600,6,304,0
210623,6,58,510
210637,7,188,0
210643,1,237,345
210644,99,284,0
210649,1,283,148
210651,6,329,615
210660,6,284,325
210683,6,112,368
210684,6,90,0
210692,1,285,182
210706,6,311,334
210729,6,304,230
210734,6,306,379
210742,7,73,0
210746,1,153,83
210748,6,97,0
210751,1,89,286
210767,1,76,610
210772,7,154,0
210774,6,282,303
210790,6,74,166
210804,6,326,235
210808,7,92,0
210811,7,91,0
210833,1,332,497
210841,1,188,138
210852,6,306,0
210881,6,149,610
210887,7,133,0
210888,6,211,49
210896,1,190,208
210898,7,171,0
210916,6,260,273
210928,1,374,299
210929,1,285,531
210931,99,259,0
210933,6,214,0
210937,6,285,192
210956,6,168,603
210960,1,154,395
210974,6,70,399
210981,1,190,206
211001,6,155,416
211007,6,91,230
211011,6,155,345
211012,6,109,0
211018,7,216,0
211021,1,134,334
211027,6,149,0
211030,1,306,204
211031,7,348,0
211047,7,58,0
211053,6,115,0
211080,7,73,0
211084,6,283,193
211093,6,191,310
211129,1,216,69
211137,6,191,0
211146,1,284,328
211151,1,307,144
211155,6,282,28
211164,6,307,362
211165,6,97,346
211186,6,216,382
211191,6,306,0
211213,6,306,467
211218,6,310,427
211240,6,71,198
211251,1,154,148
211258,6,258,296
211271,1,190,251
211311,1,330,371
211318,7,168,0
211321,6,168,0
211332,1,284,427
211359,1,213,165
211360,1,155,409
211385,6,251,0
211388,7,322,0
211391,6,297,339
211403,1,251,163
211417,6,253,230
211426,1,296,318
211445,4,276,166
211447,7,279,0
211457,1,320,405
211458,6,320,134
211476,6,274,0
211479,6,300,298
211487,6,322,250
211489,4,298,166
211499,1,277,123
211504,7,275,0
211511,6,250,0
211521,6,321,409
211532,6,295,206
211563,7,253,0
211574,6,298,555
211576,6,275,0
211579,1,275,372
211586,1,296,364
211592,6,302,366
211593,6,278,553
211596,6,272,0
211613,1,297,340
211618,7,204,0
211621,1,279,98
211622,1,274,368
211628,6,277,0
211630,6,253,204
211637,1,252,302
211640,6,320,356
211672,6,279,86
211679,1,322,162
211684,1,251,381
211699,1,299,595
211724,1,274,292
211727,1,272,128
211744,6,253,75
211756,1,298,37
211779,1,274,361
211803,1,322,241
211823,4,296,388
211846,7,322,0
211847,4,295,166
211858,1,276,275
211859,1,279,177
211886,4,320,166
211890,1,273,127
211901,1,279,462
211903,6,275,367
211928,1,230,298
211932,1,252,320
211933,1,250,297
211939,1,253,143
211945,1,274,559
211947,7,277,0
211958,1,322,145
211963,1,319,408
211965,1,301,276
211970,6,300,0
211971,6,297,186
211981,1,298,132
211988,7,252,0
211990,1,320,343
212003,6,297,356
212018,7,251,0
212021,1,273,229
212050,6,275,0
212062,7,277,0
212065,6,320,302
212068,6,320,515
212074,6,298,166
212087,1,230,205
212089,6,279,605
212106,1,273,338
212117,1,277,175
212153,4,250,388
212160,1,320,233
212163,7,276,0
212166,1,276,127
212173,6,257,402
212184,6,279,401
212209,1,275,339
212242,7,279,0
212243,1,251,141
212244,6,295,426
212250,1,276,578
212251,1,300,146
212268,1,257,256
212274,7,251,0
212277,1,298,297
212299,7,251,0
212310,4,279,388
212323,1,275,357
212324,7,321,0
212328,7,273,0
212391,1,295,198
212392,7,272,0
212401,1,295,270
212409,7,320,0
212430,1,297,329
212436,1,276,128
212457,4,251,166
212460,1,229,564
212483,7,295,0
212485,6,295,0
212490,1,295,278
212498,6,299,0
212515,7,275,0
212521,99,257,0
212522,7,295,0
212532,7,296,0
212558,1,251,394
212563,1,297,177
212571,1,252,253
212578,6,297,31
212585,1,273,253
212597,1,296,167
212628,6,276,106
212642,7,276,0
212651,7,296,0
212675,6,297,0
212683,4,276,166
212685,99,276,0
212693,6,251,230
212706,1,273,398
212710,6,274,0
212741,1,279,358
212762,6,250,141
212767,7,319,0
212779,1,277,50
212796,1,299,302
212815,6,253,339
212827,6,272,523
212838,6,230,91
212841,7,275,0
212844,6,252,278
212849,6,257,327
212858,6,276,358
212865,7,250,0
212869,6,275,332
212877,1,272,319
212881,99,298,0
212883,6,279,0
212891,1,251,297
212922,6,322,205
212925,1,272,208
212946,7,274,0
212951,1,279,276
212965,1,279,515
212976,6,298,0
212989,7,298,0
213001,7,279,0
213003,7,295,0
213044,1,322,378
213050,6,321,322
213057,1,252,451
213059,4,320,166
213060,6,251,279
213069,6,322,202
213111,4,322,388
213117,6,279,0
213119,99,321,0
213143,6,278,588
213156,6,298,0
213170,6,322,184
213182,4,298,166
213193,1,296,400
213214,1,320,255
213216,6,319,170
213234,6,279,440
213255,7,276,0
213257,6,295,165
213266,6,296,340
213271,6,250,0
213313,7,253,0
213327,1,272,341
213356,7,273,0
213362,7,252,0
213367,1,298,25
213368,4,277,166
213373,1,272,266
213385,6,301,0
213410,6,275,0
213414,6,295,275
213417,1,275,311
213440,1,250,414
213451,6,253,277
213452,6,278,443
213461,7,300,0
213482,7,273,0
213494,6,296,0
213496,99,275,0
213497,6,298,0
213503,6,275,147
213516,1,320,206
213528,4,272,388
213543,1,297,64
213558,7,320,0
213560,6,297,305
213579,1,230,231
213585,7,276,0
213588,1,273,122
213598,7,302,0
213608,1,277,317
213623,4,278,388
213628,7,257,0
213653,6,273,0
213659,1,296,241
213662,99,319,0
213677,1,298,392
213687,6,296,0
213691,1,299,376
213694,6,321,0
213695,6,275,0
213702,7,298,0
213714,1,272,317
213722,1,295,292
213735,4,295,388
213739,99,275,0
213741,1,252,531
213805,1,321,302
213820,6,275,587
213845,1,302,160
213853,6,319,175
213857,1,276,278
213870,1,296,229
213877,1,296,513
213881,7,321,0
213888,7,276,0
213891,6,297,358
213913,1,250,419
213917,4,275,166
213933,1,299,208
213934,1,277,188
213948,1,296,323
213964,4,301,388
213966,7,276,0
213968,7,279,0
213973,1,320,472
213992,1,275,278
213997,7,275,0
214001,6,319,0
214002,6,276,0
214006,1,296,250
214012,7,300,0
214027,1,278,254
214032,6,276,274
214033,7,296,0
214044,1,321,254
214046,4,274,388
214049,1,275,302
214059,6,320,517
214062,99,252,0
214064,7,321,0
214082,6,251,309
214090,6,300,0
214097,4,279,166
214104,6,299,205
214127,7,257,0
214139,6,322,444
214142,7,275,0
214148,6,257,186
214151,99,252,0
214152,7,275,0
214167,1,251,273
214178,7,276,0
214183,1,320,316
214185,1,320,369
214194,7,274,0
214195,1,250,205
214196,4,230,388
214205,6,300,332
214210,7,297,0
214213,6,299,468
214225,1,250,363
214227,6,297,174
214230,1,251,250
214245,1,301,586
214251,7,319,0
214273,1,300,365
214286,6,272,0
214312,1,279,344
214315,7,296,0
214318,7,250,0
214323,1,257,321
214325,7,320,0
214329,7,277,0
214353,1,253,181
214362,1,319,416
214363,7,250,0
214372,6,278,397
214375,7,298,0
214379,1,321,307
214390,7,279,0
214404,1,257,273
214465,4,296,166
214471,7,273,0
214480,7,300,0
214495,99,319,0
214508,6,320,279
214513,99,276,0
214517,7,298,0
214526,4,322,166
214532,99,319,0
214536,4,295,166
214544,6,300,298
214567,6,275,38
214574,6,278,0
214585,6,301,0
214603,6,253,205
214626,7,276,0
214657,4,319,166
214678,1,297,146
214694,6,275,532
214696,6,253,341
214701,1,229,256
214705,1,299,278
214708,1,276,230
214709,1,319,485
214711,6,320,182
214745,1,273,197
214746,1,297,298
214753,7,274,0
214759,7,251,0
214769,4,299,166
214777,1,295,163
214788,1,250,352
214793,6,253,251
214800,1,298,494
214830,1,295,159
214840,6,297,409
214869,7,204,0
214890,7,253,0
214894,7,273,0
214909,7,300,0
214912,1,295,196
214928,7,279,0
214930,1,252,209
214942,1,273,185
214961,6,250,127
214978,7,251,0
214993,1,251,468
214998,1,273,577
215015,1,250,299
215023,1,277,276
215038,1,273,397
215049,7,320,0
215065,1,250,79
215089,6,299,274
215110,7,272,0
215133,6,319,0
215171,1,276,303
215181,7,279,0
215184,7,230,0
215206,7,300,0
215210,99,250,0
215211,1,277,279
215245,4,251,166
215246,6,279,314
215256,1,379,15
215268,1,357,219
215295,4,389,166
215298,7,377,0
215310,1,340,318
215320,6,354,0
215339,1,338,229
215346,1,371,428
215352,7,366,0
215364,6,317,0
215373,1,357,368
215376,1,388,278
215384,6,379,390
215393,7,354,0
215410,1,352,520
215439,1,378,375
215448,1,356,289
215450,1,338,440
215456,6,340,353
215470,1,341,449
215477,1,318,452
215481,7,316,0
215509,1,338,328
215539,1,367,414
215540,1,340,401
215551,1,409,205
215559,1,353,366
215568,1,378,375
215575,1,340,205
215578,6,341,301
215595,7,341,0
215625,99,341,0
215631,7,420,0
215652,7,340,0
215671,1,395,357
215680,6,390,394
215695,7,340,0
215709,7,377,0
215714,1,366,605
215716,1,389,302
215730,7,379,0
215743,1,343,233
215744,6,388,482
215768,7,366,0
215776,6,379,394
215781,1,389,301
215790,1,389,390
215798,7,318,0
215802,7,354,0
215806,1,340,500
215809,6,418,396
215830,7,388,0
215835,4,317,388
215843,1,340,339
215851,1,378,388
215865,99,352,0
215884,1,340,182
215886,7,388,0
215892,4,316,166
215906,7,342,0
215919,1,340,406
215931,4,367,166
215939,1,379,232
215945,4,390,166
215950,1,368,402
215953,1,316,328
215955,1,388,277
215991,6,318,0
215997,7,343,0
215998,6,410,0
216005,1,363,449
216010,1,388,390
216013,1,369,229
216022,1,367,450
216025,4,318,166
216028,1,316,144
216051,6,417,162
216053,7,389,0
216056,7,357,0
216058,1,388,393
216074,7,379,0
216082,1,378,166
216083,1,419,11
216085,1,379,278
216116,7,340,0
216127,7,317,0
216131,4,337,166
216132,1,356,369
216143,1,418,394
216146,6,398,426
216147,6,369,0
216149,1,317,68
216150,1,351,588
216167,6,367,333
216187,1,356,423
